size,nb_rooms,garden,orientation,price
182.80646747602728,1,1,Nord,264624.7528594252
189.75424268361965,3,0,Sud,296294.3660414929
226.54196633243612,1,1,Sud,314230.06099484395
132.0161042446459,1,0,Nord,200071.159244702
103.17126680345245,1,1,Sud,279071.6353380884
159.41132125169912,3,0,Nord,248498.3573440113
175.91357302472787,2,0,Nord,232904.75963969418
167.0476320930594,1,1,Nord,260591.13586115718
101.3254062401719,3,0,Est,245267.10966103978
109.18438713517332,3,0,Ouest,252596.98441140534
60.831474243583955,1,0,Ouest,186598.56370536485
179.10726647945373,1,0,Nord,213709.8669227503
233.81291245174035,2,1,Sud,335645.5085931559
122.81191477422905,1,0,Est,213844.3618981959
155.5590880225317,3,0,Est,264404.50740874244
97.631414659605,3,1,Est,293612.54180817807
151.98677910158756,2,1,Est,293365.8177951121
125.58230803327339,1,1,Nord,247840.1738837397
134.95934201314853,2,0,Sud,261056.01483643855
157.04152003997226,2,0,Sud,267828.6002605661
149.33858699900713,2,0,Nord,225580.0498651018
222.23964618677962,3,1,Ouest,334371.06284582487
80.1928310106676,1,0,Ouest,198857.21298508218
191.07769054079094,3,0,Ouest,277605.4967787693
144.40953107308982,1,1,Ouest,275079.9351147033
147.2231546475732,3,0,Nord,244942.35229303932
166.97826364088684,1,0,Ouest,231572.55645741636
97.18022613277896,1,1,Nord,236406.21743433614
41.78902142859788,2,1,Nord,219032.6702452769
193.42085920589656,1,1,Sud,307151.1334020361
196.14013325790398,2,1,Est,304776.16654867376
77.58868127560324,3,0,Est,233390.24582222736
139.37678348171443,2,1,Nord,272494.8553145639
118.66612945606195,2,1,Sud,305311.7524763242
69.07862494122881,2,1,Sud,281232.80213234475
103.24678405216382,2,1,Ouest,280104.2455302169
171.60746599122217,3,0,Sud,291795.9015185874
249.07343873227143,3,1,Est,335478.95833442104
152.7021082536441,2,1,Ouest,297575.73652085045
132.58745410850582,2,1,Ouest,291264.0357643823
131.30292392388725,1,1,Ouest,270829.23772138567
142.1870811458947,3,0,Ouest,264386.8415747866
193.2289784778356,3,0,Sud,297106.6994019306
213.8819652636427,3,1,Ouest,332653.9995369506
94.26324720479946,2,0,Ouest,226048.98371708713
183.83740658798524,3,0,Sud,294876.4449896591
229.28701868433163,2,1,Nord,294769.6897215742
171.92431010813527,3,1,Sud,341878.4293220692
246.43979250516512,2,1,Ouest,319002.5280414592
168.38901444505535,1,1,Sud,300948.90686449246
186.64127983319176,3,0,Est,272553.94243545586
104.61722787623283,2,1,Est,276691.9675329933
103.841445274087,2,0,Sud,249360.21237468143
152.4517654024994,3,0,Nord,246502.3828583234
145.3251437320645,1,1,Nord,254362.40208553872
201.09836710089988,1,0,Nord,218893.95451230343
48.635052743135134,2,0,Est,192711.37816974265
168.55431311147856,2,0,Est,247992.79880732772
63.08866100408285,2,0,Est,204212.03537899978
204.92642937486087,3,1,Est,326738.353471948
233.9424594753051,2,1,Sud,335670.32838897547
231.3177891368809,1,1,Sud,315164.7796810699
146.9223334871766,2,1,Nord,274850.9313029102
133.5004299756625,2,0,Ouest,241570.5328146836
177.67164109568876,1,1,Ouest,284349.73712858674
77.36937521421865,3,1,Ouest,287264.4952949196
94.16619168729166,3,1,Sud,315003.1137224957
130.16513750624392,1,0,Ouest,220440.57044379914
201.02015291957758,3,1,Sud,348876.5356709038
125.36396743115804,3,0,Sud,277762.4867976783
165.9656349001421,1,0,Ouest,231300.46054901253
141.2335236664411,2,0,Est,240086.16078650308
215.49321657526266,1,0,Est,238990.16466311118
164.01569462534545,2,1,Sud,319771.8264743347
189.08468151011868,3,0,Sud,296136.13492624904
141.12547810650503,2,0,Ouest,244051.96422229524
235.3622649529911,1,1,Ouest,296941.4542082584
189.96958802975178,1,1,Nord,266345.13856772403
174.72287840337233,1,1,Sud,302600.8689819153
155.61091742947679,1,1,Est,274419.4023430798
121.43184808101107,3,0,Ouest,257339.9539837945
206.65127582210394,2,1,Nord,290113.7051370484
171.6780275265815,2,1,Nord,281814.29365607933
111.81421411284336,3,0,Nord,232658.40542437285
120.83908889667302,3,1,Nord,286121.55538113334
28.629687768848598,2,1,Ouest,223494.9570737141
178.8041800634095,3,1,Nord,303634.07665780024
193.09404765263176,2,1,Nord,287075.4270489154
234.81492810022615,1,0,Est,242837.12824856123
129.90576529894696,1,1,Ouest,270351.49719671754
191.49016658650737,3,1,Nord,306702.0281390011
225.0778009747694,1,0,Sud,263939.56364593445
195.57171077683495,2,0,Ouest,258646.22872837112
87.73117257037094,1,0,Nord,181852.50696093176
153.37556968116036,3,0,Est,263772.47789279954
120.91246024413454,1,0,Ouest,217148.6461688401
64.9867319967473,3,0,Sud,248525.4161159161
189.66163378053602,2,0,Est,253272.5137748317
227.56738973100144,2,1,Nord,294432.3990090309
129.95469485716507,3,0,Ouest,260368.31401697462
129.61009559793567,1,0,Ouest,220249.74319855467
204.6226387749971,1,1,Nord,269671.9187231668
99.97984812051313,2,0,Nord,207671.44380185296
195.69674518754718,3,0,Sud,297674.84301759925
136.3603306538109,2,1,Ouest,292517.3430706528
160.96654750775716,1,1,Ouest,279932.5417669473
173.58599795445213,1,0,Ouest,233308.78503391126
159.62648119546418,3,1,Est,315558.67546757974
126.44815945590314,1,0,Nord,198146.93602365773
162.24980685816342,3,0,Est,266287.67132730293
160.68339826286194,2,1,Ouest,299853.8041095643
162.92825347641104,2,0,Nord,229474.29839850255
134.88158786804814,2,0,Nord,221030.27230659607
120.22809893814635,3,0,Nord,235895.32487847158
93.1272712974488,2,0,Ouest,225509.15174155968
127.87895686837024,2,1,Sud,308649.31402568065
54.77693729755303,2,0,Nord,180961.22132421378
143.75199564531198,3,1,Ouest,314875.985643982
106.42846414015844,1,1,Est,257457.13292894122
236.2260070799673,3,0,Sud,306105.59863963816
220.59489753193495,3,1,Ouest,334038.2918063556
168.70164332533054,1,1,Sud,301031.8835155802
150.2332140373137,1,0,Est,222847.03991312525
125.38407175165347,3,1,Nord,287769.64566171635
130.1162507290365,2,0,Ouest,240423.79529238935
205.59218829619138,3,1,Nord,309883.60353430855
145.88560279610013,2,1,Ouest,295534.4332194327
171.46486986776947,1,0,Nord,211758.71032558923
110.25718847018558,2,0,Nord,212033.0040489541
134.61101072037775,3,1,Nord,290940.5757495642
125.12220600514839,1,0,Est,214676.3096629286
180.85587363633837,1,1,Sud,304144.6511616487
179.31084585090113,1,0,Est,230760.7027291429
45.1452259256406,1,0,Nord,152430.7078914775
212.14711471436914,3,0,Nord,261289.21730196598
171.57496350444978,3,1,Est,318787.42709008756
139.89316845976884,1,0,Nord,202660.08697162225
146.07425678570354,3,0,Est,261592.19233463798
134.80960907349623,3,0,Nord,241006.4287233878
145.30100082773208,2,1,Ouest,295354.97670187004
169.22096459941048,2,0,Est,248169.38231660557
79.00217310651408,2,0,Ouest,218192.420916137
118.27125910085664,3,0,Ouest,256163.01742679384
107.26426569039714,3,0,Est,247805.88142908513
241.47342145833403,1,0,Est,244090.1445961695
125.49105422618396,2,1,Ouest,288807.7214639328
176.16123291253786,3,0,Nord,252967.71072563448
254.98863838795552,1,1,Est,296530.9877988936
103.3209389404899,1,1,Sud,279136.2444422959
160.92738366949348,1,0,Sud,248921.6593603271
230.1016898568713,2,1,Ouest,315928.602326863
178.29814913115757,3,1,Nord,303507.2526014097
145.5054910658858,1,0,Est,221417.83092448962
173.53768099196017,2,0,Nord,232296.32948616627
156.7900775768039,2,1,Ouest,298756.9487012003
57.359544885332625,2,1,Est,249998.0316350545
160.0447908777943,1,1,Ouest,279675.71387262375
154.01824199395992,2,0,Est,243959.42601250554
79.15109614518443,3,0,Ouest,238276.1099810312
175.43295635706608,2,1,Est,299782.34290946345
116.1287229638171,3,1,Ouest,305347.30868337926
193.81507969557296,3,0,Nord,257242.2859721263
239.15376108372624,1,0,Nord,226657.57252219072
173.0043473765059,3,0,Ouest,273158.61277211865
116.50414868269237,2,1,Est,281491.313840442
63.2661793628652,3,1,Est,274336.50799282006
47.134148130999705,2,1,Ouest,245329.63395095136
141.75160839894022,3,1,Sud,333249.7752072046
196.84282592142,3,0,Ouest,278936.28081428335
245.6382570813268,2,1,Nord,297856.5222606103
185.4031519180205,3,1,Ouest,326256.03151929856
176.12401059027735,3,0,Ouest,273958.2550424605
159.04859337878693,1,1,Sud,298396.4864983504
168.46314808116318,2,1,Ouest,301968.5969479389
159.95825250928237,1,0,Ouest,229651.52635789826
112.69362413918631,1,1,Est,260007.82953552468
137.06922254178156,2,0,Nord,221748.98274059646
173.85827376222605,2,1,Est,299378.9101715713
245.07680956632157,3,1,Ouest,338753.96745431074
184.28349378502793,3,1,Ouest,325984.9172946094
139.67463455449501,1,0,Sud,242590.23503822176
293.0005088431336,3,1,Ouest,346761.16741432634
222.6398907288014,3,0,Ouest,284451.6707399849
145.40058115602827,1,0,Est,221385.59570239502
165.62637042669846,3,1,Nord,300208.9301386628
105.45978332749652,3,0,Sud,270049.5281622537
122.68462928460318,2,0,Est,233798.07561521008
176.7095509010682,2,0,Nord,233106.77164721562
201.15205779630304,3,1,Ouest,329905.9079013838
14.064098242735696,2,0,Est,139054.14408605397
195.3448886180261,3,0,Est,274594.2736911141
174.5851369073738,1,1,Sud,302565.5816137517
164.82861365467178,3,0,Nord,249992.96632182627
170.8278681167964,2,0,Sud,271592.1944027154
146.36582668284314,2,1,Ouest,295681.31504853896
123.94220018308229,3,0,Est,254253.30543225055
137.25540453381075,1,0,Ouest,222809.62294482163
179.4792053453795,2,1,Nord,283802.70043820573
170.45213112116915,3,0,Sud,291493.6848968137
165.25942976532156,2,0,Ouest,251109.72292441508
165.7112023241181,3,1,Est,317231.83446015767
184.96139154128946,1,0,Ouest,236149.25859137886
146.4948963668155,2,1,Nord,274720.7108425237
58.801750229243694,1,0,Ouest,185096.57178591276
188.30670630611502,1,0,Ouest,236951.58180050986
56.17566690429018,1,1,Sud,252075.77818471362
229.6431754358727,1,0,Sud,264839.2319525387
211.74483565125263,2,0,Nord,241204.20718046295
162.94945451848784,2,0,Ouest,250480.1179273789
185.2543863769123,2,1,Nord,285220.1033599697
188.18426889325949,1,1,Nord,265922.4678499445
148.91366820230544,2,0,Nord,225452.68123898286
186.23558032001858,2,0,Ouest,256456.54253079023
143.11929247640757,2,1,Est,290678.86194702773
158.7442436040012,1,1,Sud,298310.8326473789
107.8078985313877,2,1,Sud,301031.27678621997
152.49318661091567,1,1,Sud,296514.52806141484
152.11320436307454,3,0,Est,263402.9895520394
99.91282000545318,2,1,Nord,257641.56391253835
111.96574767665022,1,1,Ouest,263718.80946856824
264.2335471281796,2,1,Est,318127.48365002434
110.22293281355643,1,1,Sud,282019.14659012505
51.41134462831947,2,0,Nord,178160.5380795563
222.2653851510116,2,0,Est,260376.25093245518
255.66422341190034,3,0,Est,286649.5918131954
123.13070627407542,2,0,Ouest,237960.07919873562
139.05166836567366,3,1,Est,309390.51364252425
147.3434251264601,1,0,Ouest,225978.85115849305
194.00755550153613,2,0,Nord,237286.72367886858
83.29895269883755,3,0,Est,236546.62486431864
145.61095063752165,2,1,Est,291450.2117824231
89.83294150393824,3,0,Ouest,243905.99052684984
186.56424257560226,2,0,Ouest,256535.4636208692
185.81309187991195,3,0,Sud,295354.88737571123
161.8235880249457,3,0,Est,266170.02996974846
107.72534324205284,2,1,Ouest,281997.121195395
179.42222738878107,1,0,Est,230788.4915277627
157.7558172541692,3,0,Nord,248031.52765499777
198.3340563257198,1,1,Sud,308274.19415476226
176.7645695052907,1,0,Nord,213120.70142194553
143.87290424207174,2,0,Nord,223913.55760117478
170.7934457722583,2,1,Est,298583.17863188416
159.480981002737,2,1,Sud,318517.89467054687
111.8638717450479,3,0,Nord,232678.20879585904
101.14249763589444,3,0,Ouest,249186.59932927616
141.909959910873,3,0,Nord,243299.6651438105
73.85374537018728,2,0,Ouest,215199.12665818277
122.24079177940138,1,1,Est,263636.3044281235
215.18474114667413,1,0,Sud,261925.9996351005
194.1403841121758,1,0,Nord,217317.3648131811
191.41675229997674,2,1,Est,303684.8622073338
121.16130308950349,1,0,Ouest,217240.40475664235
156.13128777412783,1,0,Est,224568.67576943734
150.69192186404157,1,0,Sud,245983.3235392332
93.33032192874649,2,0,Nord,204606.12084519403
264.01960387197977,3,0,Est,288091.1710056459
199.55159657306461,1,0,Ouest,239548.21989206597
151.72292141075104,3,1,Est,313288.1388793556
169.46257135640158,3,0,Sud,291233.20874048484
133.70047612893518,2,0,Ouest,241637.41281657183
166.8799946257881,2,0,Sud,270546.22329039255
180.83818790978628,1,0,Est,231140.27463874323
117.81996453971034,2,1,Nord,264992.42500207276
155.7931820365732,2,1,Ouest,298471.7431277599
132.10859271658177,2,0,Est,237102.43767509345
148.84559847933377,3,0,Est,262432.24392192985
83.24606212040351,1,0,Nord,179518.38224782585
126.48775928948392,3,1,Est,305160.9159487639
206.90862841683324,3,0,Est,277169.4413528151
149.48003159024725,1,0,Est,222622.36777151815
197.33545478232944,1,1,Ouest,289048.19159408135
61.144937868234734,1,1,Est,232826.12139844734
140.14308162196804,2,0,Ouest,243739.83626086506
133.6826812043747,2,1,Est,287631.46759256965
146.32462603038437,2,1,Sud,314668.73215448414
137.6113132246323,1,0,Est,218925.31687899047
163.63081554202998,1,1,Est,276666.7468445805
130.88152704174482,1,1,Est,266685.6798722426
162.55770957570118,1,0,Sud,249372.46513217036
148.96869809335467,2,0,Nord,225469.1966823922
136.98443861318958,1,0,Sud,241721.3411806864
204.0860587818753,1,1,Ouest,290554.3360492559
137.55909336917333,3,0,Ouest,262908.36057003716
182.57060344403294,3,0,Ouest,275566.97090329236
195.7777315561851,3,1,Nord,307693.3671499411
159.25898768254697,2,1,Nord,278455.60308247525
213.11992890442326,3,0,Est,278494.13230700465
155.52126170933687,1,0,Est,224393.63362440237
206.3733657342987,1,1,Nord,270053.43904887803
112.15005435457786,1,0,Ouest,213792.1683605077
151.56134920801503,3,0,Est,263240.5062267643
116.59229522012778,3,0,Ouest,255525.05824171504
174.83245168344845,2,0,Est,249628.92031461376
195.91320210118747,2,0,Sud,277724.33649286744
131.91996195174772,3,0,Sud,280038.622075669
264.94163228804035,2,1,Nord,301247.4585746928
234.13796291776032,2,1,Nord,295707.75881576474
141.24573744582446,3,1,Est,310090.02482967055
144.7465011210289,2,0,Est,241184.09685102993
196.65211657632995,1,0,Ouest,238892.88242774515
80.74246056074085,1,0,Sud,218160.81109854372
180.83055683855372,3,0,Nord,254138.38611678215
57.19167838686509,1,0,Ouest,183868.40626618543
120.05766640208167,1,0,Sud,235832.01562563828
65.27209956584387,3,0,Sud,248719.60444172117
140.13062814564358,2,1,Sud,312735.8656010723
136.24792907151092,2,1,Sud,311480.5046194639
171.06039998360075,3,0,Est,268653.0510039528
201.20256304383415,3,0,Nord,258917.14920312038
92.49881080515479,1,1,Nord,234207.69228985408
112.96157275621465,1,1,Sud,283113.7589717827
117.62273785440414,2,0,Nord,214917.66841624872
132.3024317055334,3,0,Sud,280167.9211216663
125.50452905323147,2,0,Nord,217812.51496435562
242.89247443398358,1,0,Ouest,248352.7352327482
176.79870919027243,1,1,Sud,303129.34284202993
47.00160390159694,1,0,Est,171205.5491234807
67.25049960059121,3,0,Sud,250043.3139387057
237.48652922622327,3,0,Ouest,287344.07723756763
115.83123981866174,3,1,Sud,324232.87244747713
148.98004286073163,1,0,Nord,205472.60069422825
116.78746048451272,3,0,Sud,274599.68181232456
98.32844715131864,2,0,Est,223929.44030940262
132.48779452008196,2,1,Ouest,291230.4521080139
122.7471946804591,2,1,Est,283820.83293743647
167.57220436902017,3,1,Ouest,321731.3876762309
109.00688632729678,1,1,Ouest,262524.4335063761
240.63148720831236,3,1,Est,333933.62034379644
210.40482945583224,2,0,Est,257919.87132274386
185.62102587805842,3,0,Nord,255308.5982423165
148.94380548297565,1,1,Nord,255461.72672061156
166.10955574537402,1,0,Nord,210339.2328889973
150.31904763459247,1,1,Ouest,276872.5727712161
122.96829832406371,2,0,Est,233901.16434088463
125.46601508074696,2,1,Ouest,288798.8127463276
142.18349157988146,1,1,Est,270385.71345279366
142.75258990036863,1,1,Sud,293564.21632960194
119.12375476949993,3,1,Est,302483.5125501272
176.6134961415513,2,0,Nord,233082.44187564842
86.32686678239313,1,0,Sud,221134.61755438152
198.64247753769922,1,0,Est,235343.76695479266
114.35325398235875,1,0,Est,210659.9637239346
199.55018948957024,1,0,Est,235547.90416793086
167.44531493247146,1,1,Ouest,281697.5020495944
37.90985248233443,2,0,Sud,204756.13730811927
144.997918983719,3,0,Nord,244261.6565631762
140.49025465662572,3,0,Ouest,263850.3879362107
192.59668065332863,1,0,Est,233959.96631894071
115.91899177271642,1,1,Sud,284266.65926420956
123.14177391216342,2,1,Sud,306964.0912721955
82.81454913747235,1,0,Nord,179287.29744147492
63.610691475871235,3,1,Nord,257577.09549176306
140.050281198797,3,1,Nord,292710.2393975548
107.63768322895234,3,0,Ouest,251960.8252266884
146.20235427389977,1,1,Ouest,275631.3689943946
158.13436007676805,2,0,Ouest,249138.6994790005
171.26690229317316,1,1,Est,278707.02642201236
155.7450288262631,2,1,Ouest,298457.9209242395
68.66356751618771,3,0,Est,227965.486460213
37.918008521900276,2,0,Nord,164765.56893779716
159.24729767486778,1,1,Sud,298452.3204613859
59.553628678052945,2,0,Nord,184658.8228571386
156.60193320809645,2,0,Sud,267703.2599753821
112.25524655688852,3,1,Est,299833.9840726447
72.77619507177914,1,1,Sud,263546.62538063945
162.8442476860009,1,1,Nord,259451.2320299828
201.39874628525433,1,1,Ouest,289960.788441809
193.45120913725552,2,1,Sud,327158.15754712187
105.43398131065334,2,0,Sud,250038.62046126396
151.60481094029484,2,0,Est,243253.3240173402
130.7237223309519,2,1,Ouest,290631.8022438504
201.82838726647262,2,0,Nord,239056.21073611552
200.49354431758684,3,0,Ouest,279759.0804236324
143.9926254118541,3,0,Sud,283950.72968543734
171.49202548255187,1,1,Sud,301765.79528422724
112.67121031544337,3,0,Ouest,253998.95725697622
91.5916251294003,2,0,Est,220768.94132877048
127.94413768088208,2,0,Ouest,239672.06712024455
190.73877772798352,2,0,Nord,236526.02608482595
234.81655249128693,1,1,Sud,315837.4382261634
170.52809954313204,2,0,Sud,271513.61945127835
230.866419423457,1,0,Est,242077.26423728105
142.17898290676797,3,1,Nord,293384.2964354942
184.12436559763512,2,0,Est,251946.2530563012
85.47979572154625,1,1,Est,247695.98650316213
164.19227158341542,3,1,Est,316819.9535014429
196.95544911718855,1,0,Est,234961.89004133656
145.24165637454794,1,0,Ouest,225336.71953243393
132.0470364267686,1,0,Sud,240081.6225369737
208.28455782100679,1,0,Nord,220466.26809747942
144.76524503559435,1,1,Ouest,275189.88376128464
88.24467926104114,3,1,Est,289112.1811241932
185.47801503431518,3,0,Est,272274.10076267744
201.77929443568144,3,1,Est,326045.3175627559
175.78792198477134,2,0,Est,249872.78749869007
163.68839983922217,3,0,Sud,289682.48411880585
257.8772425591006,1,0,Est,247035.9292074788
143.72641307751303,1,0,Est,220868.03192087688
127.42328498307026,3,1,Sud,328489.92749155767
207.32515278201092,1,1,Sud,310259.5042142945
11.280695771368102,2,0,Sud,152861.28610090623
169.73125712357046,1,0,Sud,251304.08260169034
156.65610423052317,3,0,Nord,247718.724742295
186.73219192862692,1,0,Ouest,236575.7396304221
114.8665280529954,2,0,Ouest,234859.75087808497
172.061468220024,1,0,Sud,251914.10775595254
164.67277349492556,2,1,Est,296950.65695011907
185.78815147293605,2,0,Sud,275348.8792676786
128.5675310853973,1,0,Ouest,219889.09993516188
69.69058388587503,2,1,Nord,241624.05709808404
154.6093467859494,2,0,Ouest,248130.69056663892
188.34484569666358,2,0,Est,252960.64698231834
124.32398250559807,3,1,Ouest,308390.6009921677
81.51369891934128,1,1,Ouest,249583.39471785483
202.62041218863294,1,0,Ouest,240231.58911911244
91.15655686297762,3,0,Ouest,244556.99761198563
142.4454226977324,1,1,Sud,293467.9584950571
158.4045452167602,1,0,Ouest,229215.0376217727
53.068837714171096,3,0,Est,216561.61032473537
195.621481865967,2,1,Sud,327657.62108747
186.24697786368694,2,1,Sud,325459.28172092885
157.6009118970927,2,1,Nord,277987.5976482783
167.10394393349978,3,1,Sud,340606.21258858754
113.13312753957923,1,0,Est,210181.4498624267
166.3000143431856,2,1,Nord,280390.4912176746
89.90292921559255,2,0,Ouest,223940.65013661943
227.7634507175786,3,1,Nord,314470.9826520139
173.40846659960036,3,0,Est,269263.0025790656
207.17830656917366,1,0,Ouest,241227.77300196904
77.00185150617294,3,1,Est,283052.96536499227
192.2860046056836,2,0,Sud,276887.6941512693
199.53455292992777,2,0,Nord,238544.39545712815
48.58288207403288,3,0,Ouest,216664.0544609738
167.04948603108684,2,1,Ouest,301591.6323082062
161.21539392694834,2,1,Ouest,300001.6269912104
64.21905480240109,2,0,Nord,187998.8255012702
115.10558074951814,2,0,Sud,253952.4980208953
164.64777447558788,2,1,Sud,319943.866209978
167.814998906201,2,0,Ouest,251796.15454322007
213.6843867014112,2,1,Nord,291612.60413488187
158.10603736682657,1,1,Ouest,279130.6896728227
210.42959102514934,3,1,Sud,350925.141804836
149.10721820928964,3,1,Nord,295510.74220684904
153.04079054581933,3,0,Ouest,267674.78484567243
69.88717357798512,1,1,Sud,261749.0278843025
157.62365635640143,3,1,Sud,337994.0504944515
146.08987861887692,1,1,Sud,294596.9718601399
127.59511718213557,1,1,Est,265550.09789215826
182.77434470408426,3,0,Ouest,275616.88778761943
192.4740398770948,2,0,Est,253931.45041824106
89.06865532679467,3,1,Nord,272525.74974170886
120.79872330341809,1,0,Ouest,217106.64429900947
202.834383403702,1,1,Est,286278.85181263025
134.17189352449773,1,0,Nord,200794.6264239123
95.67555028347621,3,0,Ouest,246711.22383083665
66.25308438257827,2,1,Sud,279380.8296834824
110.13197881251108,1,1,Est,258982.33219960504
125.69438887097049,1,1,Est,264880.0009826181
160.77796729853787,2,0,Ouest,249880.11703085733
40.285876380634505,3,1,Nord,237423.42093507774
58.360183375782725,3,1,Est,270763.065963106
135.41522327845172,3,1,Sud,331206.650605774
77.65077936231462,3,1,Est,283425.78924162034
114.3146108923176,3,0,Est,250644.88629588397
113.3433679706532,3,0,Est,250264.26645191858
134.92172588104071,3,1,Nord,291043.56287743483
137.51625004194037,3,0,Ouest,262894.444140541
131.50148760701808,3,0,Sud,279896.72426637134
227.88288940207875,3,1,Est,331494.4712739184
198.44611442636256,3,1,Est,325299.48435237736
141.01848106720806,2,1,Sud,313018.0738871993
151.63693467586717,1,0,Sud,246262.79564516866
256.05803814080866,1,0,Sud,269718.58499335765
195.62246154169034,1,1,Est,284657.8453015146
164.9120343146551,3,0,Est,267015.5980360968
228.87508939139738,1,0,Nord,224689.12323073007
136.4579354038543,2,1,Est,288549.30756849813
176.5705085905161,3,1,Ouest,324071.54926911066
148.11979878085575,3,1,Est,312213.7500701578
143.9622506632029,1,1,Sud,293941.30157225777
138.63482537521776,2,0,Sud,262256.37810949597
110.74502082726994,1,0,Ouest,213229.88542654694
244.44321888204485,3,0,Ouest,288637.9534775277
163.440999900725,2,0,Ouest,250614.83291938112
81.77975849379605,1,1,Sud,268728.26059915184
223.7438202026657,1,1,Ouest,294673.2529495337
127.12465800102564,3,1,Nord,288385.165628297
97.33236016316283,1,0,Nord,186475.89269396215
111.32125517776636,1,0,Sud,232461.3401853854
170.45067612226057,3,0,Nord,251493.30301046278
143.63707642319642,1,0,Est,220840.24576458664
105.86831013345206,1,0,Ouest,211221.8798524843
191.04988461166874,1,1,Est,283598.98192852875
88.95777029088728,1,0,Est,199470.31535501007
176.2831466695181,3,0,Ouest,273998.66689024866
223.71305756032226,1,1,Ouest,294667.09298635996
200.91559282973478,3,1,Sud,348853.23887581925
74.22157316312118,1,1,Est,241419.71301426072
76.96595660980063,2,1,Sud,286032.25249629474
94.44198196783105,2,1,Sud,295133.3344894947
244.88409676669448,2,1,Est,314718.7123097855
129.90439045245864,1,0,Sud,239351.02457874903
126.40899694590045,3,1,Ouest,309133.10621413717
97.96487120104129,3,1,Est,293764.42278654705
198.74497081341025,3,1,Sud,348366.8633116125
159.23100006514346,3,1,Nord,298447.7435995927
74.69262577172472,1,0,Est,191700.63338327737
190.6848717635736,2,1,Nord,286513.3728829817
148.2549794089634,1,0,Est,222254.52515656393
146.86896733142302,1,1,Est,271834.69365813624
160.84557381679815,2,0,Sud,268898.9184651132
59.6727921066405,2,1,Nord,234747.2912946106
43.63437780958735,3,0,Ouest,211932.69642570068
228.86682674349376,3,0,Nord,264687.5057181968
168.0231708885337,3,0,Est,267851.6115118407
76.00978166534954,2,0,Nord,195476.96017801797
123.46478452928055,3,1,Sud,327081.02693182346
202.76314065114934,3,0,Sud,299263.12098156125
254.8414962841962,3,0,Est,286505.1143912802
127.09812546950869,2,0,Nord,218375.8458956303
163.4614601507229,2,0,Est,246620.43160812886
95.26101032580203,3,0,Est,242517.85118293867
134.0895906902386,3,0,Est,257767.21868827497
